speaker,timestamp,conversation_text,transcript,other_text,condition,rationality,social_impact,valence
Speaker 2,4:43,"Yeah, I'm hopeful as well.",1005,[],empathy,0.637423827,-0.099228535,0.217795159
Speaker 1,4:46,Hmm.,1005,[],empathy,0.871560258,-0.367879644,-0.057847513
Speaker 2,4:46,You wanna move on to the next one?,1005,[],empathy,1.105903583,0.060743904,0.115620717
Speaker 1,4:51,Sure. What would a perfect day be like for you?,1005,[],empathy,0.924562228,-0.100092084,0.22146073
Speaker 2,4:54,Um-,1005,[],empathy,0.736779748,-0.082821036,-0.052319142
Speaker 1,4:56,These are like big questions. That's what I think.,1005,['laugh'],empathy,0.853515299,-0.052082383,0.063789338
Speaker 2,4:58,"Yeah. They kinda real deep. I don't know how, I don't know how honest I should be. Like-",1005,[],empathy,0.790429634,-0.093850804,0.116070063
Speaker 1,5:03,.,1005,['laugh'],empathy,NA,NA,NA
Speaker 2,5:03,"Just go balls to the wall or, or should I just like, keep it, keep it like PG? You know what I'm saying?",1005,[],empathy,0.936878897,-0.033197187,0.08238166
Speaker 1,5:12,"Yeah. I don't know. I, I don't know what the study's looking for.",1005,[],empathy,0.923557933,-0.115092564,0.129796848
Speaker 2,5:18,"Well, I mean, you could just tell me your day 'cause it sounds like you're having a ball. Oh-",1005,[],empathy,0.825826996,-0.063790382,0.133619449
Speaker 1,5:24,.,1005,['laugh'],empathy,NA,NA,NA
Speaker 2,5:24,"She, she's spectating. She's like be as honest as you want. Nah, chill. Do you wanna answer first or should I go first?",1005,['laugh'],empathy,0.839227693,-0.034090849,0.112963274
Speaker 1,5:33,"Yeah, I can answer. Um, yeah, I feel like I've been asked and I always like, in like in interviews too, they ask you this. Um-",1005,[],empathy,0.833446495,-0.085725659,0.131793553
Speaker 2,5:42,Mm-hmm.,1005,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 1,5:45,"And I never really know what to say. 'Cause I feel like every day's different, but I guess I'm like just happy on the days where there's nothing to stress about and I can just like, I like reading so I could just like spend the whole day reading, like one of my favorite books. And I dunno, like I like being by, by myself sometimes. So like maybe half the day, like by myself and then half the day, just like walking with a friend, I feel like over the summer I had some pretty good days that I would say were pretty perfect. So that wasn't really a good answer but, that's what I would say.",1005,['laugh'],empathy,0.888067941,-0.07142989,0.150014892
Speaker 2,6:18,"Like you said, you, you had good, good days over the summer.",1005,[],empathy,0.952185651,-0.120896463,0.237697503
Speaker 1,6:22,"Yeah. There were just some days where like, on the weekends I would, I didn't have like a ton. I wasn't working on the weekends, so I would just like hang out with my family during, I don't know, the first half of the day and like read and do whatever and then spend time with like high school friends. Just walk around my high school.",1005,[],empathy,0.906806405,-0.02465523,0.13394164
Speaker 2,6:38,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,6:38,"Um, just for fun and play tennis and like just relaxing days like that are pretty good. Yeah.",1005,[],empathy,0.747643518,-0.042940121,0.278056731
Speaker 2,6:45,"For sure. I agree. I think over the summer I had a couple perfect days as well. Oh wait. So, um, I would, um, I'd wake up and then it would just be really, there was like, like you said, no sort of, nothing holding me down. No work. So I'd just hang out with my friends. Usually it involves soccer and at night.",1005,[],empathy,0.89834422,-0.079090828,0.124584956
Speaker 1,7:13,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,7:13,Other things.,1005,[],empathy,0.991487395,-0.003033873,0.157514489
Speaker 1,7:14,Yeah.,1005,['laugh'],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,7:16,"Other, uh, things that we would ingest and that yeah. That's like for me a pretty good day.",1005,['laugh'],empathy,0.941640305,-0.064111399,0.195044336
Speaker 1,7:23,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,7:24,"But I would also say like, oh nevermind, go ahead.",1005,[],empathy,0.895430103,-0.120711251,0.0420819
Speaker 1,7:33,"Um, do you think you've had like, do you like Princeton? Like, are you happy at Princeton? Like being at Princeton actually?",1005,[],empathy,0.81463341,-0.062155304,0.14868901
Speaker 2,7:39,"Yeah. I, I, I, that's actually what I was gonna say. I, I feel like being at Princeton, there's different types of perfect days.",1005,[],empathy,0.869682146,-0.13900687,0.114990348
Speaker 1,7:48,Mm-hmm.,1005,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,7:49,'Cause a perfect day at Princeton for me is like meeting someone new and-,1005,[],empathy,0.926971827,0.004835012,0.228188435
Speaker 1,7:52,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,7:53,"Having like a really good time with that person. 'Cause I feel like at home there's no, there's not really any opportunities for that.",1005,[],empathy,0.851553474,-0.056318046,0.218359363
Speaker 1,8:00,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,8:02,"'Cause like, it's you either chill with people that you, you know, already, you can't just, there's nothing like bringing people together, you know what I mean? There's no school, there's no, I'm not on any rec center type committees. Um, but at Princeton there's a lot of that. And I think those were probably, I'd also consider like perfect days.",1005,[],empathy,0.872803058,-0.076643739,0.118085226
Speaker 1,8:21,Mm-hmm.,1005,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,8:21,How about you?,1005,[],empathy,1.015898984,-0.066397714,0.185989674
Speaker 1,8:22,"Yeah, I agree. That's what I miss. Like at Princeton, you're always meeting new people.",1005,[],empathy,0.838819133,-0.050998849,0.09771974
Speaker 2,8:28,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,8:28,"And you're not, it's like, I feel like I'm like an adult now where it's like less chances to meet people at college. Like everyone is just always around and your age and similar interests. Um.",1005,[],empathy,0.809828038,0.024506262,0.146679056
Speaker 2,8:41,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,8:41,"I really liked, I mean like I really liked Princeton and being at Princeton and college and yeah, I'm sad. It's like over basically for me, but yeah, we'll see. I mean, I feel like it's just a different kind of-",1005,[],empathy,0.786158762,-0.077306749,0.162445745
Speaker 2,8:58,What year are you?,1005,[],empathy,0.94912036,-0.106376166,0.144353008
Speaker 1,8:59,What? I'm a senior.,1005,[],empathy,0.897127926,-0.069759987,0.09981399
Speaker 2,8:59,What year are you?,1005,[],empathy,0.94912036,-0.106376166,0.144353008
Speaker 1,9:01,I'm a senior.,1005,[],empathy,0.887203664,-0.059433247,0.100373092
Speaker 2,9:01,"Oh, that sucks. I'm a junior.",1005,[],empathy,0.776895746,-0.061660612,0.058831202
Speaker 1,9:04,"Yeah. So yeah. And then like I was thinking about taking a gap year too, but it was just like-",1005,[],empathy,1.070004751,-0.128180453,0.09688966
Speaker 2,9:10,Hmm.,1005,[],empathy,0.871560258,-0.367879644,-0.057847513
Speaker 1,9:11,I was ready to move on and I was ready to like see the next step in life and I feel like-,1005,[],empathy,0.968341298,0.029029994,0.178455052
Speaker 2,9:18,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,9:19,"And I'm still like, it's just different kind of happiness, where it's like different kind of perfect now being at the beach.",1005,[],empathy,0.738527456,0.019503583,0.272914327
Speaker 2,9:26,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,9:26,That all's just different and that's how I think of it.,1005,[],empathy,1.021892347,-0.056126309,0.164073368
Speaker 2,9:27,Same. Exactly. Cool. Okay.,1005,[],empathy,0.804112135,-0.114212909,0.052401273
Speaker 1,9:38,Hmm. What do you value most in a friendship?,1005,[],empathy,0.89696175,0.01796162,0.288019609
Speaker 2,9:44,"Um, I don't, I mean, honestly, like that has been changing for me a lot in the past couple of months. I think. I don't know. I, I think having someone who's like really transparent and you're transparent with them.",1005,['laugh'],empathy,0.891644148,-0.096125923,0.117690523
Speaker 1,10:09,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,10:09,"For me, that's like probably one of the most important things for like a long-term friendship.",1005,[],empathy,0.939955722,-0.017963126,0.231751858
Speaker 1,10:14,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,10:15,Yeah. How about you?,1005,[],empathy,0.95235219,-0.097941153,0.128909292
Speaker 1,10:17,I Was gonna say something similar too. Like honesty. I really don't think-,1005,[],empathy,0.86392021,-0.108303244,0.134550094
Speaker 2,10:21,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,10:21,... young people are honest. Um.,1005,[],empathy,0.810189591,0.005011482,0.215802014
Speaker 2,10:23,.,1005,['laugh'],empathy,NA,NA,NA
Speaker 1,10:24,"I guess that's, that's normal. Most people don't, but like in a friendship I value honesty and loyalty.",1005,['laugh'],empathy,0.820347449,-0.001215825,0.239776563
Speaker 2,10:31,"Yeah. Cool. Um, sure. Do you wanna do next?",1005,[],empathy,0.856544404,-0.023625763,0.098299725
Speaker 1,10:49,Whatever you want.,1005,[],empathy,0.794684841,-0.002123088,0.207778774
Speaker 2,10:56,"Okay. Um, how about if you could change anything about the way you were raised, what would it be?",1005,['laugh'],empathy,1.069460973,-0.065755964,0.155195213
Speaker 1,11:02,"I wouldn't change anything. Like I was, I feel like I was very lucky and had a really good childhood. It was nothing bad and-",1005,[],empathy,0.856938668,-0.11456028,0.161345817
Speaker 2,11:10,Mm-hmm. That's cool.,1005,['affirmative'],empathy,0.614087953,-0.212008818,0.084825176
Speaker 1,11:12,"I'm really grateful for, yeah, my family and where I grew up and experiences I've had and-",1005,[],empathy,0.85684301,-0.035593251,0.240090285
Speaker 2,11:22,"You wouldn't change anything, like just, just like being rich?",1005,[],empathy,0.784747044,0.00298351,0.11164467
Speaker 1,11:29," I mean, the only thing I would change maybe is, I grew up speaking, um, Chinese and English and then I forgot Chinese when I was, when I moved here. So that was like, maybe if I just change, like, keep that going, which is such, like, a small thing compared to other people, you know, like, I don't really have any major things. That's something I would wanna just maintain.",1005,['laugh'],empathy,0.990569982,-0.078143633,0.141084407
Speaker 2,11:53,"Were you, um, were you in China when you were born?",1005,[],empathy,0.884819894,-0.076918315,0.124532423
Speaker 1,11:58,"No, no. I was actually, I was born in Japan and then I moved to London when I was nine-months-old and then I moved to Pennsylvania when I was six years old, so-",1005,[],empathy,1.003536615,-0.101603151,0.095804846
Speaker 2,12:11,Wow.,1005,[],empathy,0.585978914,-0.136482912,0.05584726
Speaker 1,12:11,"But I'm half Chinese, so my mom's Chinese.",1005,[],empathy,0.843549005,-0.05453284,0.033793759
Speaker 2,12:13,Okay.,1005,[],empathy,0.812721377,-0.120297631,-0.004907734
Speaker 1,12:14,"Um, but I just grew up speaking it in-",1005,[],empathy,1.013036206,-0.082056918,0.069961466
Speaker 2,12:18,Yeah.,1005,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,12:19,"... London. 'Cause we had like a babysitter who spoke, um, Chinese, who only spoke Chinese.",1005,[],empathy,0.802157318,-0.0751673,0.132309463
Speaker 2,12:24,Oh wow.,1005,[],empathy,0.316084894,0.073949228,0.176108623
Speaker 1,12:26,"So that's how I learned it. And then we moved here and like she, we didn't have another babysitter who only spoke Chinese and I just forgot it.",1005,[],empathy,0.949480857,-0.080651141,0.156398501
Speaker 2,12:33,That's unfortunate.,1005,[],empathy,0.590624182,-0.15569687,-0.10877014
Speaker 1,12:35,Yeah. How about you?,1005,[],empathy,0.95235219,-0.097941153,0.128909292
